	url	q3	perceived	primary.topic	secondary.topic	democrat.vote	republican.vote	domain	text
9825	http://economix.blogs.nytimes.com/2013/05/28/getting-to-tax-reform/	News	1	Economy	None	Neutral	Neutral	nytimes.com	400
9835	http://www.nytimes.com/2013/08/13/opinion/the-government-as-a-low-wage-employer.html	Opinion	1	Economy	None	SomewhatNegative	Neutral	nytimes.com	400
9838	http://www.nytimes.com/2013/05/06/opinion/krugman-the-chutzpah-caucus.html	Opinion	1	Economy	None	SomewhatPositive	Negative	nytimes.com	400
9850	http://www.nytimes.com/2013/03/13/us/politics/balanced-budget-fight-is-philosophical-and-fiscal.html	News	0	Economy	None	SomewhatNegative	SomewhatNegative	nytimes.com	400
9859	http://takingnote.blogs.nytimes.com/2013/12/11/what-about-unemployment-insurance/	News	0	Economy	None	SomewhatNegative	SomewhatNegative	nytimes.com	400
9860	http://economix.blogs.nytimes.com/2013/05/28/getting-to-tax-reform/	News	0	Economy	None	Negative	Neutral	nytimes.com	400
9862	http://www.nytimes.com/2013/07/31/us/politics/obama-offers-to-cut-corporate-tax-rate-as-part-of-jobs-deal.html	News	1	Economy	None	Neutral	Neutral	nytimes.com	400
9863	http://dealbook.nytimes.com/2013/10/25/regulator-announces-own-pact-with-jpmorgan/	other	0	Economy	None	Neutral	Neutral	nytimes.com	400
9871	http://krugman.blogs.nytimes.com/2013/03/10/the-imf-on-the-austerity-trap/	News	1	Economy	None	Neutral	Neutral	nytimes.com	400
9875	http://www.nytimes.com/2013/12/08/nyregion/christie-ally-resigning-from-port-authority.html	News	1	Economy	None	Neutral	Neutral	nytimes.com	400
9877	http://www.nytimes.com/2013/07/04/business/smallbusiness/paid-sick-leave-laws-generate-more-concern-than-pain.html	News	0	Economy	None	Neutral	Neutral	nytimes.com	400
9887	http://dealbook.nytimes.com/2013/07/09/pension-proposal-aims-to-ease-burden-on-states-and-cities/	News	1	Economy	None	Neutral	Positive	nytimes.com	400
9889	http://www.nytimes.com/2013/12/14/us/politics/tension-eases-in-senate-ahead-of-weekend.html	News	1	Economy	None	SomewhatPositive	SomewhatNegative	nytimes.com	400
9909	http://economix.blogs.nytimes.com/category/jobs-report-2/	Opinion	1	Economy	None	SomewhatNegative	Neutral	nytimes.com	400
9923	http://www.nytimes.com/2013/02/17/opinion/sunday/the-real-cost-of-shrinking-government.html	News	1	Economy	None	Neutral	SomewhatNegative	nytimes.com	400
9932	http://www.nytimes.com/2013/08/22/opinion/collins-rocks-in-space.html	Opinion	1	Economy	None	Neutral	Neutral	nytimes.com	400
9938	http://www.nytimes.com/2013/05/30/nyregion/welfare-payments-went-to-prisoners-in-new-jersey-report-shows.html	other	1	Economy	None	Neutral	Neutral	nytimes.com	400
9948	http://www.nytimes.com/2013/09/27/opinion/a-republican-ransom-note.html	News	1	Economy	None	Neutral	SomewhatNegative	nytimes.com	400
9950	http://www.nytimes.com/2013/08/05/opinion/a-plan-to-avert-the-pension-crisis.html	other	1	Economy	None	Neutral	Neutral	nytimes.com	400
9981	http://www.nytimes.com/2013/02/17/opinion/sunday/the-real-cost-of-shrinking-government.html	News	0	Economy	None	Neutral	SomewhatNegative	nytimes.com	400
9983	http://www.nytimes.com/2013/06/19/us/politics/boehner-says-he-wont-push-through-an-immigration-bill.html	News	0	Economy	None	Neutral	Neutral	nytimes.com	400
9985	http://www.nytimes.com/2013/12/12/opinion/blow-the-appalling-stance-of-rand-paul.html	News	0	Economy	None	Neutral	Neutral	nytimes.com	400
9992	http://www.nytimes.com/2013/01/07/us/politics/mitch-mcconnell-says-no-to-more-tax-increases.html	News	0	Economy	None	Neutral	Neutral	nytimes.com	400
10001	http://www.nytimes.com/interactive/2013/06/15/business/living-on-minimum-wage.html	News	0	Economy	None	Neutral	Neutral	nytimes.com	400
10006	http://www.nytimes.com/2013/03/04/opinion/keller-obamas-fault.html	Opinion	0	Economy	None	Negative	SomewhatPositive	nytimes.com	400
10035	http://www.nytimes.com/2013/05/26/us/californias-new-problem-too-much-money.html	News	0	Economy	None	Neutral	SomewhatNegative	nytimes.com	400
10046	http://www.nytimes.com/news/fiscal-crisis/	Opinion	0	Economy	None	SomewhatPositive	Negative	nytimes.com	400
10063	http://www.nytimes.com/2013/07/24/us/politics/house-gop-sets-new-offensive-on-obama-goals.html	News	0	Economy	None	Neutral	Neutral	nytimes.com	400
10078	http://www.nytimes.com/2013/12/14/us/politics/tension-eases-in-senate-ahead-of-weekend.html	Opinion	0	Economy	None	Neutral	SomewhatNegative	nytimes.com	400
10104	http://thecaucus.blogs.nytimes.com/2013/01/24/republican-governors-open-new-front-in-tax-debate/	Opinion	0	Economy	None	Neutral	Neutral	nytimes.com	400
10114	http://www.nytimes.com/2013/08/12/opinion/keller-the-anti-weiner.html	News	0	Economy	None	SomewhatPositive	Neutral	nytimes.com	400
10117	http://www.nytimes.com/2013/04/29/us/politics/bill-on-sales-tax-for-internet-purchases-divides-republicans.html	Opinion	0	Economy	None	Neutral	Neutral	nytimes.com	400
10140	http://www.nytimes.com/2013/12/09/business/economy/feds-plan-to-taper-stimulus-effort-not-expected-until-next-year.html	Opinion	0	Economy	None	Neutral	Neutral	nytimes.com	400
10148	http://economix.blogs.nytimes.com/category/jobs-report-2/	Opinion	0	Economy	None	Neutral	Neutral	nytimes.com	400
10149	http://www.nytimes.com/2013/05/06/opinion/krugman-the-chutzpah-caucus.html	Opinion	0	Economy	None	SomewhatNegative	SomewhatNegative	nytimes.com	400
10156	http://www.nytimes.com/2013/04/29/business/racial-wealth-gap-widened-during-recession.html	News	0	Economy	None	Neutral	Neutral	nytimes.com	400
10178	http://www.nytimes.com/2013/07/31/us/politics/obama-offers-to-cut-corporate-tax-rate-as-part-of-jobs-deal.html	News	0	Economy	None	SomewhatPositive	SomewhatNegative	nytimes.com	400
10188	http://www.nytimes.com/2013/01/06/opinion/sunday/social-security-its-worse-than-you-think.html	Opinion	0	Economy	None	Neutral	Neutral	nytimes.com	400
10244	http://www.nytimes.com/2013/08/05/opinion/a-plan-to-avert-the-pension-crisis.html	Opinion	0	Economy	None	SomewhatNegative	SomewhatNegative	nytimes.com	400
10249	http://www.nytimes.com/2013/03/15/opinion/krugman-after-the-flimflam.html	Opinion	0	Education	None	SomewhatPositive	Negative	nytimes.com	400
10290	http://www.nytimes.com/2013/11/12/us/michelle-obama-edges-into-a-policy-role-on-higher-education.html	News	0	Education	None	SomewhatPositive	Neutral	nytimes.com	400
10299	http://www.nytimes.com/2013/11/06/us/politics/key-ballot-measures.html	News	0	Education	None	Neutral	SomewhatNegative	nytimes.com	400
10301	http://www.nytimes.com/2013/02/19/sports/ncaa-ousts-julie-roe-lach-as-vice-president-of-enforcement.html	News	1	Education	None	Neutral	Neutral	nytimes.com	400
10307	http://www.nytimes.com/2013/11/12/us/michelle-obama-edges-into-a-policy-role-on-higher-education.html	other	1	Education	None	Neutral	Neutral	nytimes.com	400
10316	http://www.nytimes.com/2013/11/17/business/caught-in-unemployments-revolving-door.html	News	1	Education	None	SomewhatNegative	SomewhatNegative	nytimes.com	400
10320	http://www.nytimes.com/2009/09/27/magazine/27tools-t.html	News	0	Education	None	Neutral	Neutral	nytimes.com	400
10342	http://thechoice.blogs.nytimes.com/2013/02/15/college-president-raises-concerns-about-obamas-college-scorecard/	Opinion	0	Education	None	SomewhatNegative	Neutral	nytimes.com	400
10366	http://www.nytimes.com/2013/10/26/nyregion/obama-visits-brooklyn-high-school.html	News	1	Education	None	Positive	SomewhatNegative	nytimes.com	400
10383	http://www.nytimes.com/2013/11/14/nyregion/us-investigates-anti-semitism-claims-at-pine-bush-schools.html	other	1	Education	None	Neutral	Neutral	nytimes.com	400
10398	http://www.nytimes.com/2013/07/31/education/elite-colleges-differ-on-how-they-aid-poor.html	News	0	Education	None	Neutral	Neutral	nytimes.com	400
10405	http://economix.blogs.nytimes.com/2011/11/23/fatalism-and-the-american-dream/	Opinion	0	Education	None	Neutral	Neutral	nytimes.com	400
10423	http://www.nytimes.com/2013/07/17/us/politics/liz-cheney-to-challenge-senator-michael-enzi-of-wyoming.html	News	0	Elections	None	SomewhatNegative	SomewhatNegative	nytimes.com	400
10438	http://www.nytimes.com/2013/05/24/nyregion/anthony-weiner-hits-campaign-trail-in-circuslike-outing.html	News	1	Elections	None	Neutral	SomewhatNegative	nytimes.com	400
10441	http://www.nytimes.com/2013/10/31/us/politics/voters-anger-over-shutdown-is-inspiring-democrats-to-run.html	News	1	Elections	None	Positive	SomewhatNegative	nytimes.com	400
10457	http://www.nytimes.com/2012/10/16/us/politics/transcript-of-the-second-presidential-debate-in-hempstead-ny.html	Opinion	1	Elections	None	Neutral	Neutral	nytimes.com	400
10461	http://www.nytimes.com/2013/10/18/us/jeh-c-johnson-will-be-nominated-as-homeland-security-chief.html	News	1	Elections	None	Neutral	Neutral	nytimes.com	400
10499	http://www.nytimes.com/2013/01/29/opinion/brooks-a-second-g-o-p.html	Opinion	1	Elections	None	Neutral	SomewhatNegative	nytimes.com	400
10505	http://www.nytimes.com/2013/12/01/opinion/sunday/voter-id-gets-another-day-in-court.html	News	1	Elections	None	Neutral	SomewhatNegative	nytimes.com	400
10518	http://www.nytimes.com/2013/07/02/us/politics/gop-groups-offering-cover-for-lawmakers-on-immigration.html	News	1	Elections	None	Neutral	SomewhatPositive	nytimes.com	400
10532	http://www.nytimes.com/2013/08/11/opinion/sunday/dowd-madam-president.html	Opinion	1	Elections	None	Negative	Neutral	nytimes.com	400
10535	http://www.nytimes.com/2013/01/27/style/a-biden-moment.html	Opinion	0	Elections	None	SomewhatPositive	Neutral	nytimes.com	400
10570	http://india.blogs.nytimes.com/2013/05/08/congress-party-sweeps-karnataka-elections/	News	1	Elections	None	Neutral	Neutral	nytimes.com	400
10585	http://www.nytimes.com/2013/04/06/us/politics/scott-brown-hints-at-another-senate-race-in-new-hampshire.html	Opinion	1	Elections	None	SomewhatPositive	SomewhatPositive	nytimes.com	400
10588	http://www.nytimes.com/2013/10/04/us/politics/debt-limit-impasse.html	News	1	Elections	None	Neutral	Neutral	nytimes.com	400
10591	http://fivethirtyeight.blogs.nytimes.com/2013/02/11/new-rove-group-could-backfire-on-g-o-p/	Opinion	1	Elections	None	Neutral	SomewhatNegative	nytimes.com	400
10617	http://www.nytimes.com/2013/12/29/us/politics/west-virginia-democrats-face-an-uneasy-time.html	News	1	Elections	None	Neutral	SomewhatPositive	nytimes.com	400
10630	http://www.nytimes.com/2013/01/20/us/politics/a-white-house-aware-of-second-term-perils.html	News	1	Elections	None	Neutral	Neutral	nytimes.com	400
10648	http://topics.nytimes.com/top/news/business/small-business/legal-issues/	News	1	Elections	None	Neutral	SomewhatNegative	nytimes.com	400
10660	http://www.nytimes.com/2013/12/29/us/politics/west-virginia-democrats-face-an-uneasy-time.html	News	0	Elections	None	SomewhatNegative	SomewhatPositive	nytimes.com	400
10661	http://www.nytimes.com/2013/04/08/us/politics/judge-overturns-suspensions-for-stevens-prosecutors.html	other	1	Elections	None	Neutral	Neutral	nytimes.com	400
10664	http://www.nytimes.com/2013/08/19/opinion/keller-war-on-the-core.html	Opinion	1	Elections	None	Neutral	Negative	nytimes.com	400
10671	http://www.nytimes.com/2013/02/24/us/senator-john-cornyn-in-shift-to-right-some-observers-say.html	News	0	Elections	None	Neutral	Neutral	nytimes.com	400
10676	http://www.nytimes.com/2013/12/11/us/politics/senate-democrats-filibuster-threat-gone-approve-appeals-court-nominee.html	News	1	Elections	None	Neutral	Neutral	nytimes.com	400
10679	http://www.nytimes.com/2013/10/17/nyregion/booker-wins-senate-race-in-new-jersey.html	News	0	Elections	None	SomewhatPositive	Neutral	nytimes.com	400
10693	http://www.nytimes.com/2013/08/18/opinion/sunday/bruni-the-pasts-future-republican.html	Opinion	1	Elections	None	Neutral	SomewhatNegative	nytimes.com	400
10709	http://www.nytimes.com/2013/11/08/us/a-carter-grandson-seeks-to-lead-georgia.html	News	1	Elections	None	SomewhatPositive	Neutral	nytimes.com	400
10714	http://www.nytimes.com/2013/06/05/nyregion/vote-in-albany-on-changing-retirement-ages-for-judges.html	News	1	Elections	None	Neutral	Neutral	nytimes.com	400
10730	http://www.nytimes.com/2013/12/07/us/politics/new-yorks-junior-senator-doggedly-refusing-to-play-the-part.html	Opinion	1	Elections	None	Neutral	Neutral	nytimes.com	400
10733	http://www.nytimes.com/2013/03/06/dining/the-lunchrooms-of-capitol-hill.html	Opinion	1	Elections	None	Neutral	Neutral	nytimes.com	400
10741	http://www.nytimes.com/2013/02/23/nyregion/thompson-seeks-jews-votes-for-new-york-mayor.html	News	0	Elections	None	SomewhatPositive	Neutral	nytimes.com	400
10748	http://www.nytimes.com/2013/07/20/us/in-wake-of-zimmerman-verdict-obama-makes-extensive-statement-on-race-in-america.html	Opinion	1	Elections	None	Neutral	Neutral	nytimes.com	400
10758	http://www.nytimes.com/2013/10/22/us/politics/in-clinton-fund-raising-expect-a-full-embrace.html	Opinion	0	Elections	None	Positive	SomewhatNegative	nytimes.com	400
10778	http://www.nytimes.com/2013/09/08/us/politics/obamas-battle-for-syria-votes-taut-and-uphill.html	News	1	Elections	None	SomewhatPositive	Neutral	nytimes.com	400
10783	http://www.nytimes.com/2013/06/23/magazine/the-obama-campaigns-digital-masterminds-cash-in.html	Opinion	1	Elections	None	Neutral	Neutral	nytimes.com	400
10815	http://www.nytimes.com/2013/01/12/opinion/senator-reid-takes-fresh-aim.html	News	1	Elections	None	SomewhatNegative	Neutral	nytimes.com	400
10816	http://www.nytimes.com/2013/01/06/magazine/jon-huntsman-could-do-without-bill-clintons-kudos.html	Opinion	0	Elections	None	SomewhatNegative	SomewhatPositive	nytimes.com	400
10845	http://www.nytimes.com/2013/11/05/nyregion/in-new-jersey-big-money-flows-to-foil-christie.html	News	0	Elections	None	Neutral	Neutral	nytimes.com	400
10846	http://thecaucus.blogs.nytimes.com/2013/08/27/ickes-returns-to-democratic-committees-rules-and-bylaws-panel/	News	0	Elections	None	SomewhatPositive	Neutral	nytimes.com	400
10861	http://www.nytimes.com/2013/12/11/us/politics/senate-democrats-filibuster-threat-gone-approve-appeals-court-nominee.html	News	0	Elections	None	Neutral	Neutral	nytimes.com	400
10866	http://www.nytimes.com/2013/08/26/us/politics/challengers-to-south-carolina-senator-are-lining-up-on-the-right.html	News	1	Elections	None	Neutral	SomewhatPositive	nytimes.com	400
10869	http://fivethirtyeight.blogs.nytimes.com/2013/04/30/how-immigration-reform-and-demographics-could-change-presidential-math/	News	0	Elections	None	SomewhatNegative	SomewhatNegative	nytimes.com	400
10872	http://www.nytimes.com/2013/01/22/us/politics/obama-inauguration-draws-hundreds-of-thousands.html	Opinion	0	Elections	None	SomewhatNegative	Neutral	nytimes.com	400
10884	http://www.nytimes.com/2013/02/02/us/politics/in-hidebound-senate-decorum-becomes-less-traditional.html	Opinion	1	Elections	None	Neutral	SomewhatNegative	nytimes.com	400
10911	http://www.nytimes.com/2013/03/18/nyregion/assailing-bloomberg-liu-enters-race-to-replace-him.html	News	1	Elections	None	Neutral	Neutral	nytimes.com	400
10920	http://www.nytimes.com/2013/08/23/us/politics/in-virginia-demographic-shifts-may-help-democrats.html	News	0	Elections	None	Neutral	Neutral	nytimes.com	400
10927	http://www.nytimes.com/2013/11/02/us/politics/ex-governor-of-florida-seeks-old-job-in-new-party.html	News	1	Elections	None	Positive	Negative	nytimes.com	400
10944	http://www.nytimes.com/2013/12/01/us/supermajority-poses-dilemma-for-both-parties.html	Opinion	1	Elections	None	SomewhatNegative	SomewhatNegative	nytimes.com	400
10945	http://fivethirtyeight.blogs.nytimes.com/2013/02/27/christies-honeymoon-with-conservatives-is-over/	Opinion	0	Elections	None	Neutral	Neutral	nytimes.com	400
10964	http://www.nytimes.com/2013/08/17/opinion/a-new-danger-to-campaign-law.html	Opinion	0	Elections	None	Neutral	Negative	nytimes.com	400
10971	http://www.nytimes.com/2013/04/09/us/politics/if-he-runs-in-2016-biden-faces-role-as-underdog.html	News	1	Elections	None	SomewhatPositive	Neutral	nytimes.com	400
10985	http://www.nytimes.com/2013/11/10/opinion/sunday/douthat-dear-governor-christie.html	Opinion	1	Elections	None	Neutral	Neutral	nytimes.com	400
11005	http://www.nytimes.com/2013/06/13/opinion/blow-the-worst-of-both-worlds.html	Opinion	1	Elections	None	SomewhatNegative	Negative	nytimes.com	400
11010	http://www.nytimes.com/2013/03/18/us/politics/obama-to-nominate-thomas-e-perez-as-labor-secretary.html	News	0	Elections	None	Neutral	Neutral	nytimes.com	400
11023	http://www.nytimes.com/2013/05/23/opinion/blow-blacks-conservatives-and-plantations.html	Opinion	0	Elections	None	SomewhatNegative	Neutral	nytimes.com	400
11024	http://www.nytimes.com/2013/11/08/us/a-carter-grandson-seeks-to-lead-georgia.html	News	0	Elections	None	Positive	Neutral	nytimes.com	400
11034	http://www.nytimes.com/2013/05/31/us/politics/gop-sizes-up-obama-as-midterm-target.html	News	0	Elections	None	Neutral	SomewhatNegative	nytimes.com	400
11036	http://www.nytimes.com/2013/03/18/nyregion/assailing-bloomberg-liu-enters-race-to-replace-him.html	News	0	Elections	None	Neutral	Neutral	nytimes.com	400
11041	http://www.nytimes.com/2013/05/24/us/politics/senate-confirmation-srinivasan-pritzker.html	News	0	Elections	None	Neutral	SomewhatNegative	nytimes.com	400
11083	http://www.nytimes.com/2013/05/31/us/politics/gop-sizes-up-obama-as-midterm-target.html	Opinion	1	Elections	None	Neutral	Neutral	nytimes.com	400
11084	http://www.nytimes.com/2013/06/20/opinion/blow-a-nation-divided-against-itself.html	News	1	Elections	None	Neutral	SomewhatNegative	nytimes.com	400
11120	http://www.nytimes.com/2013/03/21/us/politics/dr-benjamin-carson-obama-critic-have-conservatives-dreaming-of-2016.html	News	0	Elections	None	Neutral	Neutral	nytimes.com	400
11142	http://www.nytimes.com/2013/07/27/opinion/blow-carving-up-the-country.html	Opinion	1	Elections	None	Neutral	Neutral	nytimes.com	400
11156	http://www.nytimes.com/interactive/2012/10/15/us/politics/swing-history.html	News	0	Elections	None	Neutral	Neutral	nytimes.com	400
11159	http://www.nytimes.com/2013/11/24/us/a-traditionalist-and-an-upstart-both-powerful.html	Opinion	1	Elections	None	Neutral	Neutral	nytimes.com	400
11175	http://www.nytimes.com/2013/01/20/us/politics/a-white-house-aware-of-second-term-perils.html	Opinion	0	Elections	None	Neutral	Neutral	nytimes.com	400
11205	http://www.nytimes.com/2013/05/18/nyregion/citys-largest-union-endorsing-de-blasio-for-mayor.html	News	1	Elections	None	SomewhatPositive	Neutral	nytimes.com	400
11207	http://www.nytimes.com/2013/02/24/us/senator-john-cornyn-in-shift-to-right-some-observers-say.html	News	1	Elections	None	Neutral	SomewhatPositive	nytimes.com	400
11210	http://www.nytimes.com/2013/09/17/business/front-runner-not-first-pick-for-fed-post.html	News	1	Elections	None	SomewhatPositive	Neutral	nytimes.com	400
11221	http://www.nytimes.com/2013/08/13/us/politics/a-former-engine-of-the-gop-the-town-hall-meeting-cools-down.html	News	1	Elections	None	SomewhatNegative	SomewhatNegative	nytimes.com	400
11226	http://www.nytimes.com/2013/08/31/us/politics/gop-senators-fail-to-head-off-tea-party-rivals.html	News	0	Elections	None	Neutral	Neutral	nytimes.com	400
11232	http://www.nytimes.com/2013/07/17/us/politics/liz-cheney-to-challenge-senator-michael-enzi-of-wyoming.html	News	1	Elections	None	Neutral	Neutral	nytimes.com	400
11233	http://douthat.blogs.nytimes.com/2013/10/16/a-teachable-moment/	Opinion	1	Elections	None	SomewhatNegative	SomewhatPositive	nytimes.com	400
11255	http://www.nytimes.com/2013/07/12/us/politics/hillary-clinton-hits-the-lucrative-speechmaking-trail.html	News	1	Elections	None	Neutral	Neutral	nytimes.com	400
11259	http://www.nytimes.com/2013/06/30/us/politics/republicans-paint-clinton-as-old-news-for-2016-presidential-election.html	News	0	Elections	None	SomewhatNegative	SomewhatPositive	nytimes.com	400
11291	http://www.nytimes.com/2013/03/15/us/politics/republican-divisions-are-laid-bare-on-first-day-of-cpac.html	News	0	Elections	None	Neutral	SomewhatNegative	nytimes.com	400
11297	http://www.nytimes.com/2013/08/11/us/politics/for-freshmen-in-the-house-seats-of-plenty.html	News	1	Elections	None	SomewhatNegative	SomewhatNegative	nytimes.com	400
11306	http://www.nytimes.com/2013/05/28/us/politics/obama-plans-to-nominate-3-judges-for-key-court.html	News	1	Elections	None	Neutral	Neutral	nytimes.com	400
11308	http://www.nytimes.com/2013/05/18/us/politics/reporter-turned-white-house-spokesman-enjoys-the-hot-seat.html	News	1	Elections	None	SomewhatPositive	Neutral	nytimes.com	400
11310	http://www.nytimes.com/2013/01/28/opinion/krugman-makers-takers-fakers-.html	News	0	Elections	None	SomewhatPositive	SomewhatNegative	nytimes.com	400
11318	http://www.nytimes.com/2013/04/09/us/politics/if-he-runs-in-2016-biden-faces-role-as-underdog.html	News	0	Elections	None	Neutral	Neutral	nytimes.com	400
11319	http://www.nytimes.com/2013/08/07/nyregion/even-before-a-debate-a-prickly-exchange.html	News	0	Elections	None	SomewhatNegative	SomewhatNegative	nytimes.com	400
11332	http://www.nytimes.com/2013/01/06/opinion/sunday/the-surreal-world-capitol-hill.html	News	0	Elections	None	Positive	Negative	nytimes.com	400
11340	http://www.nytimes.com/2013/04/06/us/politics/scott-brown-hints-at-another-senate-race-in-new-hampshire.html	News	0	Elections	None	Neutral	Neutral	nytimes.com	400
11345	http://www.nytimes.com/2013/01/27/us/politics/secret-donors-finance-fight-against-hagel.html	News	0	Elections	None	SomewhatPositive	SomewhatNegative	nytimes.com	400
11352	http://www.nytimes.com/2013/12/20/opinion/john-boehners-betrayal.html	Opinion	0	Elections	None	SomewhatNegative	SomewhatNegative	nytimes.com	400
11359	http://www.nytimes.com/2013/02/23/nyregion/thompson-seeks-jews-votes-for-new-york-mayor.html	News	1	Elections	None	Neutral	Neutral	nytimes.com	400
11367	http://www.nytimes.com/2013/02/17/books/review/ike-and-dick-by-jeffrey-frank.html	Opinion	1	Elections	None	Neutral	Neutral	nytimes.com	400
11370	http://fivethirtyeight.blogs.nytimes.com/2013/06/03/how-christie-can-maximize-the-g-o-p-s-chances-in-new-jersey/	Opinion	0	Elections	None	Neutral	Neutral	nytimes.com	400
11372	http://cityroom.blogs.nytimes.com/2013/10/22/new-york-today-round-2/	News	1	Elections	None	Neutral	Neutral	nytimes.com	400
11380	http://www.nytimes.com/2013/05/18/us/politics/obama-vows-to-focus-on-governing.html	Opinion	1	Elections	None	Neutral	Neutral	nytimes.com	400
11401	http://www.nytimes.com/2013/08/07/nyregion/even-before-a-debate-a-prickly-exchange.html	News	1	Elections	None	SomewhatNegative	Neutral	nytimes.com	400
11402	http://www.nytimes.com/2013/11/03/opinion/sunday/a-victory-against-dark-money.html	News	0	Elections	None	Neutral	Neutral	nytimes.com	400
11420	http://www.nytimes.com/2012/10/16/us/politics/transcript-of-the-second-presidential-debate-in-hempstead-ny.html	News	0	Elections	None	Neutral	Neutral	nytimes.com	400
11423	http://www.nytimes.com/2013/11/02/us/politics/ex-governor-of-florida-seeks-old-job-in-new-party.html	Opinion	0	Elections	None	SomewhatPositive	Neutral	nytimes.com	400
11427	http://www.nytimes.com/2013/01/20/opinion/sunday/love-marriage-and-voters.html	Opinion	1	Elections	None	SomewhatPositive	Neutral	nytimes.com	400
11428	http://www.nytimes.com/interactive/2012/10/15/us/politics/swing-history.html	News	1	Elections	None	Neutral	Neutral	nytimes.com	400
11432	http://www.nytimes.com/2013/01/21/us/politics/obamas-second-inaugural-speech.html	News	0	Elections	None	SomewhatPositive	Neutral	nytimes.com	400
11448	http://www.nytimes.com/2013/10/22/us/politics/in-clinton-fund-raising-expect-a-full-embrace.html	Opinion	1	Elections	None	SomewhatPositive	Neutral	nytimes.com	400
11478	http://www.nytimes.com/2013/06/30/opinion/sunday/douthat-democrats-get-a-gift-from-the-roberts-court.html	Opinion	1	Elections	None	SomewhatPositive	SomewhatNegative	nytimes.com	400
11492	http://www.nytimes.com/2013/10/12/opinion/collins-and-now-ted-cruz-cloned.html	Opinion	1	Elections	None	SomewhatPositive	SomewhatNegative	nytimes.com	400
11495	http://www.nytimes.com/2013/01/21/us/politics/obamas-second-inaugural-speech.html	News	1	Elections	None	SomewhatPositive	Neutral	nytimes.com	400
11496	http://opinionator.blogs.nytimes.com/2013/01/23/can-republicans-change-their-spots/	Opinion	1	Elections	None	SomewhatPositive	SomewhatNegative	nytimes.com	400
11505	http://www.nytimes.com/2013/11/05/nyregion/in-new-jersey-big-money-flows-to-foil-christie.html	News	1	Elections	None	SomewhatNegative	SomewhatNegative	nytimes.com	400
11512	http://fivethirtyeight.blogs.nytimes.com/2013/06/03/how-christie-can-maximize-the-g-o-p-s-chances-in-new-jersey/	News	1	Elections	None	Neutral	Neutral	nytimes.com	400
11513	http://www.nytimes.com/2013/06/19/us/politics/mccaskill-lends-support-to-group-urging-2016-clinton-run.html	News	0	Elections	None	Neutral	Neutral	nytimes.com	400
11521	http://www.nytimes.com/2013/06/30/us/politics/republicans-paint-clinton-as-old-news-for-2016-presidential-election.html	News	1	Elections	None	SomewhatNegative	SomewhatPositive	nytimes.com	400
11535	http://www.nytimes.com/2013/10/01/opinion/the-dishonesty-of-voter-id-laws.html	Opinion	1	Elections	None	Neutral	Neutral	nytimes.com	400
11539	http://www.nytimes.com/2013/08/23/us/politics/in-virginia-demographic-shifts-may-help-democrats.html	News	1	Elections	None	Neutral	Neutral	nytimes.com	400
11553	http://www.nytimes.com/2013/08/11/us/politics/for-freshmen-in-the-house-seats-of-plenty.html	News	0	Elections	None	Neutral	Neutral	nytimes.com	400
11554	http://www.nytimes.com/2013/10/04/us/politics/debt-limit-impasse.html	News	0	Elections	None	Neutral	Neutral	nytimes.com	400
11555	http://www.nytimes.com/2013/10/02/us/politics/shutdown-debate-congress.html	News	0	Elections	None	SomewhatPositive	SomewhatNegative	nytimes.com	400
11574	http://www.nytimes.com/2013/10/31/us/politics/voters-anger-over-shutdown-is-inspiring-democrats-to-run.html	Opinion	0	Elections	None	SomewhatPositive	SomewhatNegative	nytimes.com	400
11576	http://www.nytimes.com/2013/12/24/us/politics/upstart-groups-challenge-rove-for-gop-cash.html	News	1	Elections	None	Neutral	Neutral	nytimes.com	400
11585	http://www.nytimes.com/2013/10/17/nyregion/booker-wins-senate-race-in-new-jersey.html	News	1	Elections	None	Positive	Neutral	nytimes.com	400
11589	http://www.nytimes.com/2013/08/25/opinion/sunday/reindeer-games.html	Opinion	1	Elections	None	Neutral	Negative	nytimes.com	400
11593	http://www.nytimes.com/2013/06/19/us/politics/mccaskill-lends-support-to-group-urging-2016-clinton-run.html	Opinion	1	Elections	None	SomewhatPositive	Neutral	nytimes.com	400
11605	http://www.nytimes.com/2013/08/11/opinion/sunday/dowd-madam-president.html	Opinion	0	Elections	None	Negative	Neutral	nytimes.com	400
11618	http://www.nytimes.com/2013/04/01/us/politics/lessons-for-republicans-in-hazleton-pa.html	News	1	Elections	None	Neutral	Neutral	nytimes.com	400
11623	http://www.nytimes.com/2013/01/06/opinion/sunday/the-surreal-world-capitol-hill.html	Opinion	1	Elections	None	SomewhatPositive	Negative	nytimes.com	400
11632	http://www.nytimes.com/2013/10/19/us/politics/texans-stick-with-cruz-despite-defeat-in-washington.html	Opinion	1	Elections	None	SomewhatNegative	SomewhatPositive	nytimes.com	400
11647	http://www.nytimes.com/2013/08/08/opinion/collins-loud-is-a-losing-proposition.html	Opinion	1	Elections	None	Neutral	SomewhatNegative	nytimes.com	400
11649	http://www.nytimes.com/2013/06/03/books/the-center-holds-by-jonathan-alter.html	News	1	Elections	None	Neutral	SomewhatNegative	nytimes.com	400
11672	http://www.nytimes.com/2013/11/24/us/a-traditionalist-and-an-upstart-both-powerful.html	Opinion	0	Elections	None	Neutral	Neutral	nytimes.com	400
