	url	q3	perceived	primary.topic	secondary.topic	democrat.vote	republican.vote	domain	text
15006	http://www.breitbart.com/Big-Government/2013/09/04/Exclusive-Rep-Yoho-Obama-s-credibility-not-America-s-credibility-at-risk-in-Syrian-situation	Opinion	1	International News	None	SomewhatNegative	Neutral	breitbart.com	"

Rep. Ted Yoho (R-FL), a member of the House Foreign Relations Committee, told Breitbart News in an exclusive interview on Wednesday morning that it is President Barack Obama’s credibility that is at risk with regard the situation in Syria, not the credibility of America.
Yoho said America’s credibility does not lie solely with the president’s statements and actions. “You have the military’s credibility, and then you have the U.S. government’s credibility,” Yoho said. “I don’t think anybody in the world disputes our credibility of our military. When you go back to the Persian Gulf War, where for CNN it was the first time they broadcasted a war live, and Bernard Shaw was giving you play-by-play bombing descriptions and then you had the Iraq war, the shock and awe that we watched on TV. We hunted down Saddam Hussein, and then we hunted down Osama bin Laden. So I don’t think our credibility of our military is in question at all.”
Really, Yoho said, it is the credibility of the president that is in question. “It’s going back to the red line,” he said. “Not saying, first off, what was said shouldn’t have been said. You don’t make veiled threats, I’ve learned in life. I don’t make threats, I make promises. And you stand by your promises. Your word is your bond. Unfortunately, I think the president spoke out of turn here. Again, I think there’s a better [way] to handle this and it should be through diplomacy. I would wait until the U.N. report came out to verify 100 percent that it was Sarin gas because there is still controversy over that and there is still controversy over who launched it.”


Yoho points to the president’s comments on the world stage on Wednesday in Sweden where he says he did not draw a “red line” in Syria. “First of all, I didn’t set a red line,” Obama said on Wednesday. “The world set a red line. The world set a red line when governments representing 98 percent of the world’s population said the use of chemical weapons are [inaudble] and passed a treaty forbidding their use, even when countries are engaged in war. Congress set a red line when it ratified that treaty. Congress set a red line when it indicated that in a piece of legislation entitled the Syria Accountability Act that some of the horrendous things happening on the ground there need to be answered for. So, when I said in a press conference that my calculus about what’s happening in Syria would be altered by the use of chemical weapons, which the overwhelming consensus of humanity says is wrong, that wasn’t something I just kind of made up. I didn’t pluck it out of thin air. There’s a reason for it.”
That is a direct contradiction to what Obama said back over a year ago, in which he refers to a “red line” he was drawing in Syria. A backgrounder on the White House website includes several references to how President Obama did indeed “set a red line.”
Yoho said that President Obama’s foreign policies are in jeopardy because of his credibility issues on the world stage. “I think the lack of credibility you’re seeing in the U.S. foreign policy reflects right back to the unsuredness of the president’s word and the message coming out of our administration,” Yoho said. “He drew a red line. We all know he drew a red line. And now he’s saying he didn’t draw a red line.”

Yoho points to Egypt and to Benghazi as examples of where Obama’s foreign policy credibility is lacking. 
“The military coup in Egypt, which I firmly believe it is–if you look at the definition of a coup, it’s relinquishing of your power without your approval by a military and then to be put under house arrest–and yet our president doesn’t call it a coup because of the ramifications of having cut off military aid?” Yoho said. “His message has been inconsistent. It usually comes out after the fact, what he meant to say. This hurts our credibility. This even goes back to Benghazi. When Ms. Clinton said what difference does it make, the difference is this: If we lie to the American people, about the cause of a terrorist act saying it was a video, when we know the facts and I think you’ll see in our hearings, how can you expect another country or ally to take you at your word?”
When asked if the only people in the country who really want to go to war with Syria are those in the political class in Washington, D.C., Yoho said “I think you’re probably about 100 percent right on that.”
“If we look at the phone calls and the letters we get and the personal contact, I’m going to say 90 to 95 percent are saying ‘stay out of Syria,'” he said. “I represent my constituents in North Central Florida, and I’m not going to support this.”
While he thinks that the Obama administration has taken its foreign policy too far into the realm of failure, Yoho thinks the problem has its roots in Washington as far back as a few decades ago. That said, though, Yoho thinks this is an opportunity for America to lead again. 
“Our foreign policy has really been lost in this administration, but I’ll say this: our foreign policy in the Middle East over the last 30 to 35 years has really been off track,” Yoho said. “This is a perfect opportunity for us to lead and get people to the negotiation table. Of all the countries that signed the CWC [Chemical Weapons Convention] accord, there’s 189 of us, we need to have 189 at the table including all the Arab League countries and the U.N. on one side of the table, and Mr. Assad on the other side and we need to have a diplomatic solution to this. The thing I was encouraged with today was Russia’s president [Vladimir] Putin said that he would look at the evidence and if it was conclusive he would stand with us. I think that’s monumental because if he can do that, China can do it. And Iran also signed the CWC. With China and Russia putting pressure on them, it is possible that they could come to the table and tell Mr. Assad to stop. That would be diplomacy at its finest and I think it would reset our foreign policy and our way to handle it.” 
Yoho said this situation reminds him somewhat of Iraq, where Colin Powell had sold everyone on how Weapons of Mass Destruction (WMD’s) were definitely there. “We don’t want to make that mistake again,” he said. “If you go back to the CWC accords, it says any country that produces, stockpiles, transfers or sells or uses chemical weapons are in violation of that treaty. So does that mean now that if we know North Korea has it, we go in there? Or what about Iran that is supposedly developing a nuclear weapon? Where do you draw the line? Do you act in totality? Or do you just say we’re just going to go after Syria? I think it’s a very dangerous precedent to start because this could be a prelude to start saying ‘Well, North Korea has this and Iran has this, so we should attack them too.’ I know the American people won’t stand for that and I won’t stand for it and I think there’s a better way we can do this.”  
Congress could step up and lead America out of this situation, Yoho added, but currently congressional leadership of both parties are jumping in to help the president. House Speaker John Boehner and Majority Leader Eric Cantor, as well Senate Majority Leader Harry Reid, have all thrown their weight behind Obama. “Our country is starved for leadership and selling what’s best for America,” Yoho said. “If things are best for America, I think the world benefits from that. There’s no doubt in my mind. I know Americans will grow a stronger and bigger America. We’ll be more competitive. The middle class will grow. That’s the stuff we need to focus on, not focusing on another war. That is just absolutely crazy. Keep in mind, we’re broke. We don’t have the money to do this. If China gets involved because they said they don’t want us involved, and we’re running out of money, well, who are we going to borrow money from? China? I mean, we need to stay home and take care of our own. Let’s work through this diplomatically, which I don’t feel like we’ve done a strong enough job in that yet.”
Instead of getting involved in another country’s civil war where there has been no clear and present threat to America’s national security or the security of America’s allies presented thus far, Yoho thinks the U.S. government should focus more on solving domestic problems and taking care of Americans first. “I’ve only been here a little over seven or eight months,” he said. “What I saw was a broken system. I saw crisis management. They go from one frying pan into the next, instead of long-term planning. We’ve now taken the focus off immigration, we’ve taken the focus off our debt ceiling, we’ve taken the focus off Social Security and Medicare, and we have the Obama healthcare bill coming out that needs to be repealed 100 percent. That’s going to be a disaster. We’re at $17 trillion in debt and that bill will increase our spending $2 trillion to start with and that’s just the beginning. Social Security is going broke and Medicare is going broke and we’re talking about going to another war? I mean this is ludicrous.”
"
15058	http://www.breitbart.com/Big-Peace/2013/06/26/Protestors-Dump-Sewage-at-Airport-Ahead-of-Obama-s-South-Africa-Visit	News	0	International News	None	Neutral	Neutral	breitbart.com	"
Protestors in South Africa, thought to be affiliated with the ruling African National Congress (ANC) party, dumped raw sewage at the Cape Town International Airport on Tuesday. President Barack Obama is due to arrive in South Africa on Friday and will speak in Cape Town on Sunday. The protest was linked to a series of ongoing demonstration in the so-called “toilet wars” over sanitation policy in the city. It was not aimed at Obama, but took place against a backdrop of demonstrations and internal battles surrounding Obama’s visit.
Local news sources report that the Congress of South African Trade Unions (Cosatu), which is technically a governing partner with the ANC, plans to “disrupt” Obama’s visit to the country by staging demonstrations involving thousands of protestors. Cosatu specifically objects to Obama’s foreign policy, which it describes as imperialist and militaristic. Local Muslim groups are joining the protest, too, with the local Muslim Lawyers Association calling on the government to arrest President Obama on his arrival for war crimes.


Several left-wing academics are vowing to boycott Obama’s a ceremony at the University of Johannesburg in which Obama is to receive an honorary doctorate. The centrist Democratic Alliance, meanwhile, has come under fire for attempting to bestow an award on the President and First Lady Michelle Obama. 

Obama’s visit has also affected growing debates around the country’s ailing former president, Nelson Mandela, who is said to be on life support. Mandela’s relatives are engaged in a very public round of infighting over where he should be buried when he dies. There is some speculation that Mandela is being kept on life support until Obama’s visit, though the two are not scheduled to meet. NBC, citing one of Mandela’s daughters, reported Tuesday that Mandela had opened his eyes and smiled when being told of Obama’s imminent arrival in the country, but that report was not confirmed by other sources.

"
15080	http://www.breitbart.com/InstaBlog/2013/04/23/House-Releases-Report-on-Benghazi-Attack	News	1	International News	None	Neutral	Neutral	breitbart.com	"
A report on the Benghazi attack by five different House committees has made the following findings. [Note this is a report issued by House Republicans including Howard McKeon chairman of Committee on Armed Services, Ed Royce chairman of Committee on Foreign Affairs, Bob Goodlatte chairman of Committee on the Judiciary, Darrell Issa chairman of Committee on Oversight & Government Reform and Mike Rogers Permanent Select Committee on Intelligence]:
Before the Attacks:



After the U.S.-backed Libyan revolution ended the Gadhafi regime, the U.S. government did not deploy sufficient U.S. security elements to protect U.S. interests and personnel that remained on the ground.
Senior State Department officials knew that the threat environment in Benghazi was high and that the Benghazi compound was vulnerable and unable to withstand an attack, yet the Department continued to systematically withdraw security personnel.
Repeated requests for additional security were denied at the highest levels of the State Department. For example, an April 2012 State Department cable bearing Secretary Hillary Clinton’s signature acknowledged then-Ambassador Cretz’s formal request for additional security assets but ordered the withdrawal of security elements to proceed as planned.
The attacks were not the result of a failure by the Intelligence Community (IC) to recognize or communicate the threat. The IC collected considerable information about the threats in the region, and disseminated regular assessments to senior U.S. officials warning of the deteriorating security environment in Benghazi, which included threats to American interests, facilities, and personnel.
The President, as Commander-in-Chief, failed to proactively anticipate the significance of September 11 and provide the Department of Defense with the authority to launch offensive operations beyond self-defense. Defense Department assets were correctly positioned for the general threat across the region, but the assets were not authorized at an alert posture to launch offensive operations beyond self-defense, and were provided no notice to defend diplomatic facilities.

During the Attacks:


On the evening of September 11, 2012, U.S. security teams on the ground in Benghazi exhibited extreme bravery responding the attacks by al-Qa’ida-affiliated groups against the U.S. mission.
Department of Defense officials and military personnel reacted quickly to the attacks in Benghazi. The effectiveness of their response was hindered on account of U.S. military forces not being properly postured to address the growing threats in northern Africa or to respond to a brief, high-intensity attack on U.S. personnel or interests across much of Africa.

After the Attacks:

The Administration willfully perpetuated a deliberately misleading and incomplete narrative that the attacks evolved from a political demonstration caused by a YouTube video. U.S. officials on the ground reported – and video evidence confirms – that demonstrations outside the Benghazi Mission did not occur and that the incident began with an armed attack on the facility. Senior Administration officials knowingly minimized the role played by al-Qa’ida-affiliated entities and other associated groups in the attacks, and decided to exclude from the discussion the previous attempts by extremists to attack U.S. persons or facilities in Libya.
Administration officials crafted and continued to rely on incomplete and misleading talking points. Specifically, after a White House Deputies Meeting on Saturday, September 15, 2012, the Administration altered the talking points to remove references to the likely participation of Islamic extremists in the attacks. The Administration also removed references to the threat of extremists linked to al-Qa’ida in Benghazi and eastern Libya, including information about at least five other attacks against foreign interests in Benghazi. Senior State Department officials requested – and the White House approved – that the details of the threats, specifics of the previous attacks, and previous warnings be removed to insulate the Department from criticism that it ignored the threat environment in Benghazi.
Evidence rebuts Administration claims that the talking points were modified to protect classified information or to protect an investigation by the Federal Bureau of Investigation (FBI). Email exchanges during the interagency process do not reveal any concern with protecting classified information. Additionally, the Bureau itself approved a version of the talking points with significantly more information about the attacks and previous threats than the version that the State Department requested. Thus, the claim that the State Department’s edits were made solely to protect that investigation is not credible.
The Administration deflected responsibility by blaming the IC for the information it communicated to the public in both the talking points and the subsequent narrative it perpetuated. Had Administration spokesmen performed even limited due diligence inquiries into the intelligence behind the talking points or requested reports from personnel on the ground, they would have quickly understood that the situation was more complex than the narrative provided by Ambassador Susan Rice and others in the Administration. 
The Administration’s decision to respond to the Benghazi attacks with an FBI investigation, rather than military or other intelligence resources, contributed to the government’s lack of candor about the nature of the attack.
Responding to the attacks with an FBI investigation significantly delayed U.S. access to key witnesses and evidence and undermined the government’s ability to bring those responsible for the attacks to justice in a timely manner. 

[Bold typeface is in the original document.]

"
15175	http://www.breitbart.com/Big-Government/2013/05/18/Poll-Over-Two-Thirds-Back-Investigations-Into-Benghazi-IRS-Scandal	News	0	International News	None	Neutral	Neutral	breitbart.com	"

The President of the United States might not believe there is any “there” there regarding his administration’s now-admitted mishandling of the September 11 terror attack on our consulate in Benghazi, Libya, but a new Gallup poll seems to indicate the America people aren’t quite as sure. A full 52% “strongly agree” that Benghazi is a “serious issue that needs to be investigated,” while 17% “agree.” That’s a total of 69%. 
Because the mainstream media has conspired (it must be noted that there are a number of notable individual exceptions) with the White House over the last eight months to downplay Libya, you might think that particular scandal would generate less interest than the IRS scandal — which the media have taken much more seriously. Surprisingly, though, the numbers aren’t all that different. When asked the same question about the IRS, 56% “strongly agree” and 18% “agree;” for a total of 74% — which is only 5 points higher than Libya. 
The numbers for Libya create a real dilemma for the White House and its lapdog media. The no there “there” Narrative they have spent eight months manufacturing obviously isn’t working. Moreover, the motive behind this Narrative is a sinister one: neither Obama nor his media want the truth to get out, and both know that the more the people learn about the administration’s handling of Libya, the worse it will be for the administration. 


For instance, with the release of the 94 emails earlier this week, we now know for a fact that the White House repeatedly lied with their claim that the administration played no role in shaping the CIA talking points. The media, though, refuse to hold the White House accountable for that lie and prefer to pretend the emails actually do back the administration’s claim.  
The main reason the media have smothered the damning revelations found in the emails, though, is to protect Hillary Clinton. It was the State Department that demanded what amounted to almost a total rewrite of the completed talking points, and won them. But the media see Hillary as the best chance they have for keeping the White House out of Republican hands in 2016, and so they are circling the wagons for her, just like they have for Obama for the last five years.  
Plus, even though the media isn’t demanding more, we still don’t have all the information regarding the shaping of the talking points. These information gaps are critical, and to say we should take the White House’s word for anything at this point is a joke. 

The media are also ignoring and smothering the effort to find out who gave the order to “stand down” when it came to sending help to Americans under attack that night. And when it comes to finding out what exactly the President was doing during those horrific hours during which the attack took place, the media is laughably uncurious.   
To protect the White House from having to reveal the truth, the President and his media have developed a strategy that smears as partisan witch-hunters anyone searching for the truth. This includes any Republican in Congress pushing for investigations and, naturally, Fox News. 
But from the looks of this poll, the witch-hunters have the will of the people on their side–a whopping 69% of them. That’s a huge number, but if you think about, not really a surprising one. When Americans die, decent people believe everything should be fully investigated and made public. 
The American people are, by and large, decent. 
This White House and its media, however, are not. 
Hopefully this poll will only further embolden the GOP and Fox News and the exceptions in the media to continue to do the decent thing: Find and tell the complete truth about what led to the deaths of an ambassador and three other Americans.  
 
Follow John Nolte on Twitter @NolteNC  
"
15185	http://www.breitbart.com/Big-Government/2013/12/08/Mandela-s-Funeral-is-Hillary-Clinton-s-Moment	Opinion	1	International News	None	SomewhatNegative	Neutral	breitbart.com	"
President Barack Obama will be visiting South Africa for the second time this year to attend Nelson Mandela’s memorial services. So, too will all other living past U.S. presidents–including Jimmy Carter, who worked with Mandela after the latter retired from politics, and George W. Bush, who did more for Africa than any other but is probably appreciated least. And then there is Bill Clinton, who remains South Africa’s favorite U.S. president–more so even than Obama, who is viewed as a disappointment. Politically, crudely, this is Hillary’s moment.
South Africans love Clinton partly because he happened to be in power when their country made its historic transition. He was there to welcome South Africa back into the international community, and he was there to welcome President Mandela as a fellow world leader. Clinton was also, back then, the “first black president,” and charmed the South African public with the same folksy manner he used to build his political coalition. He was different, too, from other Democrats, seeing potential in globalization, looking for friends rather than foes.


Clinton matched the Mandela mood. Obama, by contrast, has much more in common with Mandela’s successor, Thabo Mbeki, whose top-down leadership, aloof manner, and cronyism made him distinctly unpopular. Like Obama, Mbeki was thin-skinned and divisive, arrogant and jealous of sharing power with the other branches of government.A man who brooked no dissent within the ruling party, and who shunned the opposition, Mbeki left office before finishing his second term after being ousted as party leader by the populist Jacob Zuma. 

Zuma has been sour on Obama ever since the Libya war. The South African government had maintained close ties with Muammar Gadhafi, dating back to the anti-apartheid struggle, and saw him as one of the continent’s few unifying figures, comical though he often was. Gadhafi had backed one of South Africa’s most important diplomatic projects, the African Union. His ouster was seen by the South African government as more of the same interventionism it had decried when Bush invaded Iraq. Obama, then, was seen as something of a sellout.
South Africans still like Obama and his family. They vastly prefer him to any of his Republican opponents, the more so as American conservatives get extremely bad press in South Africa (as they do in much of the social democratic world). But they also know a failure when they see one, and Obama’s failure in nearly every aspect of his presidency has not failed to make an impression. Clinton, by contrast, is remembered, mostly correctly, as having been a success. His America was a confident one, buoyed by prosperity and a post-Cold War glow.
I was once in the audience at a speech by Bill Clinton at the University of the Western Cape. I wore an American flag in my baseball cap, attracting hostile stares from some in the academic audience, for whom skepticism of the U.S. is fundamental intellectual principle. And yet as soon as Clinton reached the stage–looking tired and haggard, thin from months of dieting–the same people leapt to their feet in rapt applause. In his flaws, South Africans see their own failures. In his successes, they somehow see their hopes. He is the America they love.
Obama is the America of the South African elites, envious of America’s success and eager to see it more humble on the world stage. He says the right things about the need for government. He comes bearing gifts. But most South Africans are tired of Obama’s exhortations about transformation. They have heard the same from their own leaders for years. Bill Clinton knows how to bypass the dogma and go straight to the heart. He won over Israelis at Yitzchak Rabin’s funeral with: “Shalom, chaver. Goodbye, friend.” Expect something of an encore.
And expect Hillary Clinton to make the most of the moment. This is her chance, finally, to eclipse the man who beat her to the top with the help of a fawning media and disloyal superdelegates. This is her chance to overcome the spurious but effective charges of racism that the Obama campaign used against her to undermine her among black voters. She will know how to place herself in the media spotlight without seeming to have done so, and will make the best use of her husband’s popularity, the better to cast herself as his true American successor.
"
15190	http://www.breitbart.com/Big-Government/2013/08/13/Asylum-Crisis-As-Mexican-Nationals-Overwhelm-System	News	0	International News	None	Neutral	Neutral	breitbart.com	"

According to a report from Eric Holder’s Department of Justice, nearly 1/3 of the immigrants making asylum claims last year who were released on bond or their own recognizance never even bothered to appear in immigration court. 
The Executive Office for Immigration Review’s Statisical Yearbook for 2012 says that number is up sharply, with 66% more no-shows than in 2008.
 The asylum system appears to be a magnet for abuse by those who make a claim to get into the country and then vanish. As Breitbart News reported, last week one border crossing near San Diego saw a sudden flood of asylum requests that resulted in the checkpoint being shut down. 


The numbers from the DoJ indicate a growing crisis in the system the United States uses to grant asylum to international refugees, as the immigration courts are overwhelmed by cases from Mexican immigrants that rarely result in asylum being granted.

In raw numbers, Mexican immigrants made 9,206 asylum claims in 2012 but were only found by the immigration courts to have 126 claims worthy of being granted. Compare those numbers to immigrants from a country like China–often accused of human rights violations–11,197 asylum claims were made, 4,705 of which were granted. 
There is no breakdown in the report by nationality for the people who make an asylum claim but don’t bother to show up in court, but in 2012, 29% of all asylum applicants released on bond or their own recognizance were “failure to appears.” 
The cost in court time for frivolous claims is also staggering. For the past five years, cases involving Mexican immigrants rank #1 in the amount of immigration court cases completed in terms of both normal decisions and appeals. However, in terms of the number of actual asylums that were granted, Mexico has never ranked higher than #17 and didn’t even make the list of the top 25 grantees from 2008-2010. 
Over 65% of the asylum cases completed in the immigration courts in 2012 involved nationals from Mexico, Honduras, El Salvador, or Guatemala, with Mexicans being the vast majority of all cases completed at 42%. Additionally, 67% of all immigration court proceeding are completed in Spanish.
The Executive Office for Immigration Review is a division of the Department of Justic that oversees immigration courts. According to the EOIR’s website, their stated mission is: 

The primary mission of the Executive Office for Immigration Review (EOIR) is to adjudicate immigration cases by fairly, expeditiously, and uniformly interpreting and administering the Nation’s immigration laws. Under delegated authority from the Attorney General, EOIR conducts immigration court proceedings, appellate reviews, and administrative hearings.

"
15254	http://www.breitbart.com/Big-Peace/2013/02/25/Another-Missing-Hagel-Speech-Address-to-U-S-Middle-East-Project-Jan-2008	News	1	International News	None	Neutral	SomewhatNegative	breitbart.com	"
Former Sen. Chuck Hagel (R-NE), who awaits a vote this week on his confirmation as Secretary of Defense, had failed to provide the Senate Armed Services Committee with more than a few speeches dating to January 2008. Since then, at least two missing speeches within that timeframe have been identified: one to the Arab-American Anti-Discrimination Committee, for which a video was eventually found, and the other to Georgetown University, of which no text or recording has been provided. 
Now a third speech has surfaced: an address by Hagel to the U.S. Middle East Project (USMEP), which advocates aggressive U.S. pressure in Israeli-Palestinian peace talks.


Hagel delivered the keynote address to the Annual Meeting of the International Board of USMEP. Photographs of the event were published on the group’s website, including the one above (with Brent Scowcroft, former adviser to President George H.W. Bush, seated next to Hagel) but no video or text of Hagel’s speech was published.

In 2009, Hagel co-authored a USMEP report that called for U.S. troops to be deployed to Israel and Palestine in the future to patrol the boundaries of the new Palestinian state. The report also indicated that peace could be “imposed” from the outside, and that it should be pursued regardless of “certain domestic constituencies.” Hagel serves on the board of USMEP with a variety of individuals with a strong interest in Middle East diplomacy.
The president of USMEP, Henry Siegman, is known for making radical and inflammatory statements. He attacked Sen. Lindsey Graham for questioning Hagel about the former Senator’s comments on the “Jewish lobby” (Siegman sanitized Hagel’s remark as “Israel lobby”). In January 2010, Siegman wrote: “Israel has crossed the threshold from the Middle East’s only democracy to the only ‘apartheid regime’ in the Western world. Hagel has been alleged of using the same analogy to predict Israel’s future if a peace agreement is not reached.
"
15265	http://www.breitbart.com/Big-Peace/2013/09/04/Putin-Obama-Kerry-G20	News	0	International News	None	Neutral	Neutral	breitbart.com	"
Just before Russian President Vladimir Putin opened the G20 summit in St. Petersburg, he blasted the Obama administration on Wednesday for what he termed its propaganda on military action against Syria. “We talk with these people,” he said about Secretary of State John Kerry, the administration’s chief political spokesperson making the case for war. “We assume that they are decent. But he lies. And he knows that he lies. That’s pathetic.”
 


Putin has always been a bare-knuckles political brawler with a penchant for saying politically incorrect things about enemies — he once said of Islamist terrorists in Chechnya, for example, “If you are willing to become a radical Islamist and be circumcised, I invite you to Moscow. I will recommend that they perform the operation so that nothing can sprout there again.” Now, however, he’s directly challenging the authority of the United States – and he’s winning. President Obama has always wanted to be perceived as a global leader. Instead, it’s his chief international rival, quasi-dictator Putin, who has seized the reins.

Obama has been left to complain. “Do I hold out hope that Mr. Putin may change his position on some of these issues?” Obama asked in Sweden on Wednesday. “I’m always hopeful, and I will continue to engage him.” Just a few weeks ago, Obama mocked Putin’s posture during their meetings, likening it to a “bored kid in the back of the classroom.”
But it is Obama being schooled. Putin has stated that he would be open to action against Syria if shown proof that Assad ordered the chemical attack there. But on Wednesday, he said of John Kerry, “Of course he lied. And that’s not pretty.” 
The G20 summit has been set not around national security issues, but on tax issues and economic recovery. Nonetheless, it will be Putin setting the agenda on his home turf, especially given that the visiting team is led by a floundering quarterback.
Ben Shapiro is Editor-At-Large of Breitbart News and author of the New York Times bestseller “Bullies: How the Left’s Culture of Fear and Intimidation Silences America” (Threshold Editions, January 8, 2013).

"
15287	http://www.breitbart.com/Big-Peace/2013/03/30/31-Mar-13-World-View-Report-U-S-military-action-in-Syria-may-be-imminent	Opinion	0	International News	None	Neutral	Neutral	breitbart.com	400
15290	http://www.breitbart.com/Big-Peace/2013/06/26/Protestors-Dump-Sewage-at-Airport-Ahead-of-Obama-s-South-Africa-Visit	News	1	International News	None	Neutral	Neutral	breitbart.com	"
Protestors in South Africa, thought to be affiliated with the ruling African National Congress (ANC) party, dumped raw sewage at the Cape Town International Airport on Tuesday. President Barack Obama is due to arrive in South Africa on Friday and will speak in Cape Town on Sunday. The protest was linked to a series of ongoing demonstration in the so-called “toilet wars” over sanitation policy in the city. It was not aimed at Obama, but took place against a backdrop of demonstrations and internal battles surrounding Obama’s visit.
Local news sources report that the Congress of South African Trade Unions (Cosatu), which is technically a governing partner with the ANC, plans to “disrupt” Obama’s visit to the country by staging demonstrations involving thousands of protestors. Cosatu specifically objects to Obama’s foreign policy, which it describes as imperialist and militaristic. Local Muslim groups are joining the protest, too, with the local Muslim Lawyers Association calling on the government to arrest President Obama on his arrival for war crimes.


Several left-wing academics are vowing to boycott Obama’s a ceremony at the University of Johannesburg in which Obama is to receive an honorary doctorate. The centrist Democratic Alliance, meanwhile, has come under fire for attempting to bestow an award on the President and First Lady Michelle Obama. 

Obama’s visit has also affected growing debates around the country’s ailing former president, Nelson Mandela, who is said to be on life support. Mandela’s relatives are engaged in a very public round of infighting over where he should be buried when he dies. There is some speculation that Mandela is being kept on life support until Obama’s visit, though the two are not scheduled to meet. NBC, citing one of Mandela’s daughters, reported Tuesday that Mandela had opened his eyes and smiled when being told of Obama’s imminent arrival in the country, but that report was not confirmed by other sources.

"
15327	http://www.breitbart.com/Big-Government/2013/06/21/Corker-Amendment-permanantly-gives-citizenship-to-those-overstaying-visas	Opinion	0	International News	None	SomewhatNegative	Neutral	breitbart.com	"

 "
15377	http://www.breitbart.com/Big-Peace/2013/01/10/Senate-Report-Says-State-Department-Failed-Tragically-at-Benghazi	News	0	International News	None	Neutral	Neutral	breitbart.com	400
15446	http://www.breitbart.com/Big-Peace/2013/03/04/Report-Obama-Subjugated-Military-Decisions-To-Domestic-Political-Concerns	News	1	International News	None	SomewhatNegative	Neutral	breitbart.com	"

As the scheduled 2014 draw-down of U.S. troops in Afghanistan draws closer, a report of how Obama leaned on a select group of political operatives for foreign policy decisions–including decisions relating to Afghanistan–has been released.
This report seems to confirm fears that Obama has approached foreign policy in ways similar to those followed by Presidents John F. Kennedy and Lyndon Baines Johnson during the Vietnam War. Like JFK, Obama had a brain trust through whom all decisions were “funneled.” And like LBJ, decisions were then made (or not made) based on how they would impact the political climate at home. 
According to the report, during Obama’s first term: 



The president had a truly disturbing habit of funneling major foreign policy decisions through a small cabal of relatively inexperienced White House advisors whose turf was strictly politics. Their primary concern was how any given action in Afghanistan or the Middle East would play on the nightly news, or which talking point it would give Republicans.

Because this tact was followed, promises of a 2014 troop draw-down have been promulgated to appease Americans who are tired of war. Yet the reality is that an undetermined number of troops, special forces, drones, and operators will remain in Afghanistan long after 2014. 

In saying one thing but doing another, the Obama administration has told the American people exactly what they want to hear, just as LBJ did from 1963 until the TET Offensive in January 1968. And because of this, the war in Afghanistan will still be there for the next administration to end, just as LBJ left Vietnam for Richard Nixon to deal with. 
As the report says, what is perceived as foreign policy prowess on Obama’s part is really not so much “about accomplishments in Afghanistan or the Middle East” as it is “with how U.S. actions in that region have been reshaped to accommodate partisan political concerns.”
"
15505	http://www.breitbart.com/InstaBlog/2013/09/07/Congratulations-Australia	Opinion	0	International News	None	SomewhatNegative	Neutral	breitbart.com	"
I’d like to congratulate the voters of Australia for doing what the voters of America should have done in 2012:
Australia’s conservative leader Tony Abbott swept into office in national elections on Saturday as voters punished the outgoing Labor government for six years of turbulent rule and for failing to maximize the benefits of a now fading mining boom.


Abbott, a former boxer, Rhodes scholar and trainee priest, promised to restore political stability, cut taxes and crack down on asylum seekers arriving by boat.
“From today I declare that Australia is under new management and Australia is once more open for business,” Abbott told jubilant supporters in Sydney.
America, on the other hand, will not be open for business until 2017 at the earliest.

It’s always a mistake to overstate the similarities between different national political environments – the differences are profound in even the most similar countries.  But there are some sharp parallels to be drawn here, particularly on the need for pro-growth tax cuts, and the squandering of a natural resources revolution.  Obama’s War On Energy has some similarities to the way Australians seem to feel their mining boom was wasted:
The election was been pitched as a choice on who is best to lead the A$1.5 trillion ($1.4 trillion) economy as it adjusts to an end to a prolonged mining investment boom, fuelled by China’s demand for its abundant natural resources.
Abbott, 55, built up a strong opinion poll lead on the back of promises to rein in government spending, scrap an unpopular tax on carbon emissions, and stop the flow of refugee boats arriving in Australia’s northwest.
His campaign had support from media magnate Rupert Murdoch and his Australian newspapers, which have urged voters to reject Rudd’s Labor government. Australia’s other major newspaper group Fairfax also called for a change of government, saying
Rudd had painted Abbott’s planned spending cuts as dangerous European-style austerity and said his government was best placed to manage an economy that is slowing but remains the envy of much of the developed world.

This is really a golden moment for any aspiring capitalist economy to eat America’s lunch.  We’re years away from being remotely competitive.  The Obama Democrats are hell-bent to double down on his failed policies, not just due to ideological rigidity, but because Obama’s ego will never allow him to admit he’s been fundamentally wrong about everything for five years.  
And the American ruling class has become quite obsessed with using socialist policies to build invulnerable voting coalitions of government dependents.  They take Obama’s re-election as a sign that the American electorate is reasonably comfortable with the New Normal of double-digit real unemployment, expensive gas, a declining standard of living, out-of-control government spending, and all the rest of it.  The bar of economic leadership was lowered to accommodate President Obama; the ruling class doesn’t think it will be raised any time soon.
Now is your moment, aspiring capitalist tigers of the world.  The American workforce is buried under food stamps and long-term disability checks; employers are wrapped in chains of regulation, held tightly shut with the padlocks of ObamaCare.  No corporation in its right mind would relocate into the American quagmire of soaring corporate taxes (with class-warfare battle cries signaling even worse to come), high labor costs, and crushing regulatory burdens.  Every CEO in the world watched Democrats march Apple Inc. executives into a show trial and berate them for daring to keep their offshore revenue offshore, instead of bringing it home so Uncle Sam could cut himself a thick slice.  They all watched Obama and his party present irresponsible government deficits as an argument for tax increases, rather than government reform.  
A weakened America has turned away from its bedrock principles of economic liberty.  A huge void is waiting to be filled.



 "
