index	true_label	text	lime	pred_label
729	1	The right to abortion is just that — the right to kill unborn humans. But pro-abortionists like Quinn and Cuomo find it easier to argue that they are fighting for “reproductive rights” (even though pro-lifers are not objecting to any woman’s right to reproduce) or that fetuses are not humans but “clumps of cells.” Just as with slave owners and eugenicists before them, it’s easier for pro-abortionists to advocate for murder after they’ve dehumanized the lives they want to end.	[('after', -0.04638888874552346), ('find', -0.03516356336562776), ('advocate', -0.033931540222636294), ('any', -0.019434163678280204), ('before', 0.01618896761829033), ('just', 0.011886873757916527)]	0
730	0	Federal judges on Monday blocked officials in Texas, Ohio and Alabama from curbing most abortions in those states as part of their orders to postpone surgeries and other procedures deemed not medically necessary during the coronavirus crisis.	[('part', -0.031211116673495163), ('most', -0.028130738196972392), ('Ohio', 0.019782058616666025), ('crisis', 0.014702807154860834), ('Texas', 0.013470075113492876), ('from', -0.011003750756904247)]	0
731	1	Breaking store windows, setting buildings on fire, vandalizing monuments to American heroes, leaving graffiti threats on synagogue walls, attacking Christian churches and tombstones, terrorizing the living, and giving no peace to the dead— these are the great accomplishments of Antifa and those they egg on.	[('American', -0.02067567550823981), ('leaving', 0.017922251292434035), ('these', 0.016822335983721532), ('they', 0.01338034751624329), ('no', -0.010773743708367095), ('egg', 0.008042825899738874)]	0
732	0	Steven Hatfill, MD, a virologist with master’s degrees in microbial genetics, radiation biochemistry, and experimental pathology, does not put his faith in large bureaucratic organizations such as the World Health Organization (WHO).	[('World', -0.01711230259173317), ('organizations', -0.015057368506878626), ('in', -0.011417192395240642), ('in', -0.011166409482593353), ('master', 0.010464229626116877), ('put', -0.0081577860124766)]	0
733	0	A report in The New York Times claims that the UFC star Conor McGregor sexually assaulted a woman in Ireland.	[('woman', 0.023106189883142787), ('York', 0.017025518822916322), ('in', -0.011631328481585846), ('in', -0.011209272635929286), ('assaulted', 0.008100822012848752), ('the', -0.006960354239975765)]	0
734	1	Conway recycled a right-wing talking point that falsely claims a bill designed to loosen certain restrictions on late-term abortions in Virginia is “infanticide” during her Monday appearance on “Outnumbered Overtime with Harris Faulkner.”	[('point', -0.019538338448032745), ('certain', -0.01549199477350356), ('abortions', 0.01340215463173608), ('Monday', -0.012925470329472595), ('Virginia', 0.012034133810730473), ('is', -0.010771607179167747)]	0
735	0	Hungarian Prime Minister Viktor Orbán also denounced the policy of Chancellor Angela Merkel and the attitude of the German media, which “are constantly pushing” for Europe to welcome more and more migrants, in opposition to the will of the Hungarian people.	[('Minister', 0.04073552732903789), ('also', -0.017442303549536558), ('Europe', -0.016182483383093173), ('which', -0.010761441395861234), ('people', 0.010184691812658034), ('in', -0.00990724232258477)]	0
736	1	Anti-vaccine groups take dangerous online harassment into the real world	[('the', -0.013699649622143591), ('online', 0.008247291785247109), ('harassment', -0.007522661058153714), ('world', -0.0064443221438947335), ('real', 0.005325706950734443), ('vaccine', -0.004799739613359091)]	0
737	0	"Michelle Williams won a Golden Globe for her role in ""Fosse/Verdon"" on Sunday night, but perhaps her biggest moment came during her acceptance speech when she defended abortion rights and encouraged women to vote ""in your own self-interest."""	[('vote', -0.022836777360660303), ('she', -0.014178797647819373), ('during', -0.013108683140281388), ('and', -0.012206089294978257), ('encouraged', 0.012086525685437981), ('self', 0.011826984817259266)]	0
738	1	Democrats have made it clear they will sandbag the people we’ve elected to govern if we refuse to vote for Democrats. 	[('people', 0.022788756209374237), ('if', -0.017754920238392192), ('we', -0.016827782806787022), ('we', -0.01614795827825371), ('vote', -0.015255789891403502), ('clear', -0.014614864614702685)]	0
739	0	An initiative to build bridges between the Greek and Turkish speaking communities of ethnically split Cyprus faltered after the leader of the breakaway Turkish Cypriots skipped a soccer match over a dispute of the game's location.	[('after', -0.04714370372484637), ('over', -0.0226640353856711), ('build', 0.014832688417422815), ('split', 0.01426580265265257), ('to', 0.01235554425139461), ('speaking', 0.011412864969431773)]	0
740	0	The debt load for those who pursue law or medical school will undoubtedly be higher, and might be stacked on top of existing debt incurred by undergraduate degrees.	[('and', -0.016210384705327176), ('debt', 0.012937916309853737), ('medical', 0.012848012326886881), ('debt', 0.012572966626700814), ('school', -0.011449582723408572), ('or', 0.010829618251458147)]	0
741	0	Rep. Eric Swalwell (D-CA) interrupted debate moderators to discuss the struggles of student loan debt during the second night of the Democrat presidential debates held in Miami, Florida, Thursday night.	[('discuss', 0.02433795347713123), ('debate', -0.019627731703120703), ('Eric', 0.01771501497032743), ('Thursday', -0.015113397801151781), ('of', 0.013800767465367651), ('student', -0.011683472591327211)]	0
742	1	China appears to be feeding off similar complaints from the left in the United States. Complaints about partisan “gridlock” are perennial and grow especially loud when Democrats and their highly sympathetic media are the ones complaining about Republicans getting in their way.	[('States', 0.02470512660729524), ('getting', 0.02158712231448947), ('appears', -0.020499170871973824), ('similar', -0.013293438764881886), ('United', -0.00961959630613846), ('highly', 0.008337077501024115)]	0
743	1	In Washington, three key issues seemed to galvanize most of the protesters: climate change, immigration and reproductive rights.	[('most', -0.021962366422090682), ('and', -0.020627603499342097), ('Washington', -0.016295417546387782), ('of', 0.014042811606711085), ('issues', 0.01027038625899948), ('to', 0.009782843312743709)]	0
744	0	Jay-Z and the NFL began teaming up as part of a social justice initiative announced last summer in the wake of the controversy over players kneeling during the national anthem to protest racial injustice.	[('over', -0.02823865904556838), ('part', -0.01576886747894596), ('and', -0.012968315479410854), ('during', -0.01268167775144595), ('began', 0.010071582011395217), ('players', -0.008936117588927213)]	0
745	0	All of which serves as an important reminder: the president isn’t just ignoring scientists and related policy experts; he’s also ignoring his own administration that issued a related report, noting that climate change is a global security threat.	[('important', -0.023702326688523918), ('administration', 0.02318772214439273), ('president', -0.019899765905935986), ('security', -0.017351173327693255), ('his', -0.016537290974381353), ('own', 0.01596789734835768)]	0
746	1	Italy has deported several radical imams in recent years, including a Tunisian earlier this year who came into the country illegally and declared to police that he would not only kill them but he would eat their corpses as well.	[('to', 0.023465627832406275), ('came', 0.0177531807712332), ('earlier', 0.017719418177825828), ('has', -0.015697164923486138), ('them', 0.014926321254140552), ('that', -0.013994049473435714)]	0
747	0	Google declined to offer details beyond Huntley’s tweets, but the unusually public attribution is a sign of how sensitive Americans have become to digital espionage efforts aimed at political campaigns.	[('of', 0.018635229151381112), ('at', -0.01699695896611376), ('beyond', 0.015478443336081135), ('become', 0.014435096745581829), ('campaigns', 0.013897149231887446), ('to', 0.01155577997016413)]	0
748	1	In practice, that means it's hard to trust Bezos' pledge when Amazon, the source of his wealth, has been aggressively courting oil and gas companies with its cloud computing services and threatened workers who campaigned for stronger climate action with dismissal. 	[('has', -0.030085086274085134), ('services', 0.025827653884285845), ('source', 0.0247306370364998), ('workers', -0.02136388854455551), ('hard', 0.016893303205054312), ('aggressively', 0.013095593866386673)]	0
749	0	The trio ended up on the wet, slippery wall after smugglers abandoned them.	[('after', -0.05002957069675598), ('them', 0.016895262763608844), ('the', -0.0103043742232535), ('up', 0.0040557094460053405), ('The', 0.003170715192335475), ('on', -0.0023951691466730265)]	0
750	1	There can be no serious discussion of this issue, however, in 60-second sound bites. So, beyond the soak-the-rich shtick that shades every Democratic economic debate point, the candidates resorted to two tactics: shock and sob stories.	[('debate', -0.029775447710769867), ('two', 0.028893003057959072), ('point', -0.025503822810282836), ('60', 0.013565963017698374), ('stories', -0.010339816873968982), ('shock', -0.009986623027894985)]	0
751	1	Trump’s approval rating remains resilient at around 40%, with a large majority of Republicans still approving of his overall performance. But sustained pessimism among Trump’s supporters could portend potential weakness ahead of November’s election, when he will face Democratic former Vice President Joe Biden, experts said.	[('40', -0.025543493953824874), ('But', -0.023690853050257574), ('around', -0.023436175732992406), ('will', -0.02147312903397944), ('Democratic', 0.021406996685373283), ('rating', -0.021224788165780727)]	0
752	0	A poll released Tuesday finds 75 percent of Americans want substantial restrictions on abortion, including 60 percent of Democrats and 61 percent of those who identify as “pro-choice.”	[('on', 0.01609256948106458), ('and', -0.013886567529686802), ('as', -0.013104368937604574), ('choice', -0.012289594849022263), ('finds', -0.011223272082815003), ('who', -0.009727514091128622)]	0
753	1	Smith’s announcement Sunday at the all-male, historically black college in Atlanta, Georgia provoked impassioned calls for both making higher education free across the country and canceling student debt.	[('country', 0.023057108153718663), ('debt', 0.018966060824147417), ('at', -0.011495793724784886), ('student', -0.00909752915432089), ('the', -0.006424454512881614), ('the', -0.006406821163700244)]	0
754	1	Impeachment Is Just Another Word For Delusional Democrats Holding The Nation Hostage	[('Another', -0.020252193190003192), ('Is', -0.010164909614885642), ('Hostage', -0.0020045059074029863), ('Impeachment', -0.0019954462385885397), ('The', -0.001830605183921636), ('Holding', -0.0010435270884636269)]	0
755	1	However, the 45-year-old actor Joaquin Phoenix used his time on stage to call for his celebrity cohorts to put their money where their mouths are when it comes to climate change.	[('However', 0.01784145750323707), ('put', -0.016201440028585166), ('for', 0.013469329775161947), ('call', -0.009137592846150096), ('his', -0.007810737086772466), ('year', 0.006648400319613484)]	0
756	1	Though  Alexandria Ocasio-Cortez was by no means the first to describe migrant detention centres as concentration camps — disgraced Arizona Sheriff Joe Arpaio boasted his “tent city” in the Sonora Desert was just that — her comments ignited a firestorm of controversy.	[('his', -0.018142997584956414), ('just', 0.012132644747326173), ('as', -0.01013675508875553), ('her', -0.008992592096881078), ('tent', -0.008557254257352096), ('no', -0.008421710238025567)]	0
757	1	For starters, Gautney, per her Twitter profile, is an associate professor of sociology at Fordham University, a private school located in New York City. None of this is a problem on its own; in a free society, people should be able to tweet whatever dumb things they want while working in whichever industry or field of research.	[('Twitter', -0.028738287813009206), ('University', -0.02369427312419868), ('at', -0.02237257998506988), ('should', 0.020795736529897847), ('private', 0.018524558600709718), ('society', 0.014694984205147569)]	0
758	1	For several years, climate change doomsayers have turned their attention to cattle, as a series of reports demonstrated that “livestock emissions” are more dangerous for the environment than automobiles.	[('reports', 0.02431319312592427), ('more', -0.022210364730031292), ('years', -0.019179671258484465), ('environment', -0.018649331036558227), ('to', 0.013276619892657448), ('demonstrated', -0.010282982220340188)]	0
759	0	The votes come as a new conservative majority on the nation’s highest court has made abortion rights supporters nervous. 	[('has', -0.03218058776965319), ('made', 0.02268948070728328), ('votes', -0.014166697491696831), ('the', -0.011553916160447134), ('The', 0.010884918149297184), ('court', -0.009054291817687547)]	0
760	0	Although duties set to kick in soon will affect all manner of sports equipment that hasn’t been made in America for decades, baseball enthusiasts are perhaps affected most because so many items are needed to play the game.	[('most', -0.025798744778762473), ('perhaps', -0.019329175839401913), ('soon', -0.017551558602442553), ('so', 0.01624745129080862), ('will', -0.014221712720155419), ('because', -0.01358309144516672)]	0
761	0	Some moderate Democrats have criticized that proposal, arguing that it would burden the wealthy and middle-class to help the working class, or that it would raise the national debt, which is currently $23 trillion.	[('Democrats', -0.01408824024277489), ('Some', 0.011215587929409385), ('working', 0.009419308248636623), ('moderate', 0.009357527169611937), ('23', 0.009265812619070876), ('criticized', -0.008559405860633022)]	0
762	1	Unbelievably, with all they had seen their child suffer, his parents not only refused the doctor’s suggestion that he receive another DTaP vaccination they also declined all the other scheduled vaccinations the boy had missed.	[('he', -0.021245156333919164), ('seen', -0.019854854436284007), ('his', -0.018767764912622407), ('that', 0.01806053882663372), ('boy', 0.014526385251444292), ('refused', 0.014193649770264554)]	0
763	1	Yet it far better applies to unelected career bureaucrats’ use of their power to prosecute their political enemies, which comprises the heart of the “resistance” to Republican rule that will endure so long as bureaucracy has enough power to challenged elected branches of government. This bureacracy weaponization was also a hallmark of the Obama presidency, with — ironies of ironies — perhaps the biggest evidences again coming from the Department of Justice under attorneys general Eric Holder and Loretta Lynch.	[('Republican', 0.017866657131245568), ('will', -0.015922869121166503), ('Department', -0.014026267499848689), ('which', 0.01276713206291782), ('endure', 0.012484317445078398), ('Justice', 0.011538120271788016)]	0
764	1	A woman who was the victim of a brutal gang rape attack in 2007 has spoken out about her ordeal and her attacker not being deported thanks to passengers aboard his flight.	[('being', -0.030040447148025243), ('has', -0.023508508636556822), ('woman', 0.021123653767555713), ('and', -0.018196539562401724), ('his', -0.016548969808774457), ('of', 0.012502323688208791)]	0
765	1	The president’s likely opponent in the November elections, Democrat Joe Biden, was not among those who were inspired. Instead, tone-deaf as he is to the American people and the things of the Spirit, he said the president’s appearance outside the church shows he “is more interested in power than in principle.”	[('more', -0.02602609285534149), ('church', -0.02499647671828446), ('were', -0.018438360912239053), ('things', -0.017689898678518806), ('among', 0.016002419690904216), ('tone', 0.01411681093654656)]	0
766	0	The oil price crash has led to Danish offshore wind developer Orsted overtaking Norwegian oil major Equinor as the most valuable energy company in the Nordics, highlighting the appeal to investors of renewables over fossil fuels.	[('most', -0.02636647761060835), ('over', -0.022666820057722352), ('led', 0.015101047671172894), ('valuable', 0.01325735693822887), ('has', -0.011903891761281218), ('The', -0.009636276107755802)]	0
767	1	During her acceptance speech for best actress in a limited television series for Fosse/Vernon, Williams went on a bizarre rant about the need for abortion rights in the United States and for American women to vote for pro-choice candidates during election years.	[('limited', -0.027110556971620868), ('American', -0.02427006461107834), ('United', -0.01990703775533621), ('during', -0.016013607988945397), ('rights', -0.015450261665267235), ('went', 0.01284901138154)]	0
768	1	The 2010s saw the U.S. economy achieve its longest-ever expansion, with notable milestones such as 110 months of uninterrupted job gains and an unemployment rate near a half-century low becoming easy bragging points for politicians and economists alike.	[('months', 0.03118133025623722), ('politicians', -0.019466564873592197), ('half', -0.01834766421078209), ('low', -0.009829897949630764), ('and', -0.00783011814113348), ('expansion', 0.006934592767304197)]	0
769	0	Sexual abuse gymnasts have made it clear they will not accept a settlement offer from USA Gymnastics that releases the U.S. Olympic and Paralympic Committee (USOPC) without it making a significant financial contribution.	[('will', -0.020079717861125505), ('abuse', -0.018752059301709992), ('from', -0.016088327717920892), ('made', 0.014213407293533618), ('Committee', -0.013958410575941254), ('financial', -0.010772360353563564)]	0
770	1	Student loan debt is no doubt a drag on the U.S. economy, holding back how much money young consumers can spend on cars, homes and even invest in 401(k) plans or new businesses. 	[('back', -0.05255198570639787), ('spend', -0.01469209203349955), ('in', -0.013973737610782463), ('money', -0.013377589595107691), ('or', 0.01159902200976552), ('debt', 0.010910076460733666)]	0
771	1	Donald Trump announced at the time that the Environmental Protection Agency would be led, at least temporarily, by Andrew Wheeler – a former lobbyist for, among others, Murray Energy, one of the nation’s largest coal companies and former chief counsel for Sen. James Inhofe (R-Okla.), one of the nation’s preeminent climate deniers.	[('chief', -0.02754614016460384), ('others', 0.0159437913914384), ('would', -0.015915319877271576), ('one', -0.013840114634578215), ('among', 0.012814890239191292), ('one', -0.011248453168583932)]	0
772	0	Now 25, he sought asylum after fleeing gangs trying to recruit him in his native Honduras, a place where saying “no” can mean execution.	[('after', -0.03868429033147045), ('25', 0.01991684734847499), ('place', 0.016733063528626874), ('his', -0.014951687653383932), ('sought', -0.01461343892611247), ('he', 0.013334836720193557)]	0
773	0	The Senegalese was subjected to insults and monkey chants during the match against Inter Milan at San Siro on Boxing Day and was sent off for dissent late in the game with Napoli coach Carlo Ancelotti blaming his loss of temper on the atmosphere in the stadium.	[('against', 0.01277250889616694), ('Day', 0.011626804096492598), ('was', -0.011210521968620228), ('was', -0.010441911428370617), ('game', -0.009081505131441226), ('and', -0.007286301944239314)]	0
774	1	It is a monumental ode to human stupidity that the wealthiest nation in the world teeters on the edge of a dangerous measles epidemic at the same time that poor nations are struggling to vaccinate their residents. 	[('of', 0.018170221841626897), ('world', -0.015729940613577284), ('at', -0.015336838413793519), ('nation', 0.01170539201969963), ('stupidity', 0.009185677001786382), ('to', 0.00764384466692101)]	0
775	1	Protecting pregnant women, new mothers and children is about more than scoring political points with anti-choice legislation.	[('children', -0.019822026935699916), ('with', -0.014606950659047543), ('and', -0.010823909353814977), ('choice', -0.009652850630026667), ('than', -0.009594858858925123), ('legislation', -0.008258512125673185)]	0
776	1	The failure to act to ameliorate global warming exposes the myth of human progress and the illusion that we are rational creatures. 	[('failure', -0.017163302004550487), ('and', -0.016024238945292063), ('we', -0.014868601267227393), ('The', -0.013431670822589585), ('the', -0.009563177538067756), ('progress', 0.008803055866540713)]	0
777	0	Meanwhile, uneven enforcement across the platform means a person or page may be disciplined or banned while a related group continues to operate.	[('to', 0.012320242340005555), ('or', 0.011335344100669895), ('related', -0.011308603241636343), ('banned', 0.011234128175520455), ('or', 0.010447786517052672), ('while', -0.008802386671483461)]	0
778	0	Nearly two-thirds of voters think President Donald Trump will be reelected in November, a CBS News poll released Sunday found. 	[('two', 0.0316462947379227), ('will', -0.026436768504866835), ('in', -0.01753015179043372), ('be', 0.012384996811585669), ('poll', -0.009327217836606535), ('voters', -0.00928282474418678)]	0
779	1	Helen Maroulis was one of the most celebrated Olympians in 2016 when she became the first American woman to win a gold medal in wrestling.	[('American', -0.028036423371019855), ('most', -0.027172738742124888), ('one', -0.022079328211992138), ('win', 0.01593673559735907), ('woman', 0.012225900566461482), ('celebrated', -0.008919532793181388)]	0
780	0	A recent study found that college students from high-income households are borrowing more money for school than students from households with lower incomes. The report added that students from wealthier families are responsible for some of the more drastic borrowing increases in recent years.	[('added', -0.016397979295746996), ('college', -0.013797951507972701), ('high', 0.012488659607037557), ('are', 0.011108203855932156), ('with', -0.010283188165371156), ('more', -0.00944074493356813)]	0
781	0	A divided federal appeals court on Tuesday rejected Planned Parenthood’s constitutional challenge to an Ohio law depriving the organization of state funding because it performs abortions, handing a victory to anti-abortion advocates.	[('an', 0.018113012046857405), ('of', 0.017925356233902377), ('advocates', 0.015956100574451102), ('Ohio', 0.014613474816458048), ('court', -0.0106125037267011), ('because', -0.010079171841670214)]	0
782	1	A protester could be seen throwing an object at Frey as he slinked away. Biden, so far, has enjoyed the luxury of remaining in his basement, hidden away from volatile activists who want answers.	[('could', 0.04183464062136898), ('so', 0.024264909617915633), ('seen', -0.02130154728509069), ('at', -0.019024911746316077), ('has', -0.0187925361801405), ('want', -0.01453856546689692)]	0
783	1	Phoenix’s Oscar speech for Joker was a rambling discourse that veered in several direction before settling on environmental platitudes.	[('speech', 0.016324674581320454), ('in', -0.013111310303719917), ('before', 0.012310266862877176), ('Phoenix', 0.01163326170014451), ('on', -0.00868939348734311), ('environmental', -0.005767691013201093)]	0
784	0	Global cooperation is key to ensuring the security of 5G networks, cyber security officials said on Thursday at a meeting in Prague aimed at hammering out how to combat threats as nations begin rolling out next-generation telecoms equipment.	[('next', -0.019294516963416233), ('rolling', 0.01907719124909001), ('in', -0.013007754150056535), ('said', -0.011982436620853161), ('meeting', -0.011873029359443257), ('out', -0.011675820772469446)]	0
785	0	While the overwhelming majority of Americans choose to have their children vaccinated, the number of children who go completely unvaccinated is rising.	[('number', -0.01982749875214242), ('to', 0.018665876173987236), ('children', -0.014326890377474288), ('children', -0.013919320563797839), ('who', -0.012072262608834424), ('is', 0.006617212538759399)]	0
786	1	But if you major in philosophy or gender studies, you might struggle to find any job in your field, let alone a well-paying one.	[('find', -0.028349969286277164), ('if', -0.02145248291456191), ('well', 0.017473958207684406), ('or', 0.013909104765018386), ('any', -0.011869672947188837), ('might', 0.009257293366660079)]	0
787	1	Inhibiting travel and commerce—not to mention making consular interviews deeply intrusive on a gendered basis—by imposing restrictions on pregnant women is an alarmist reaction to a small issue.	[('reaction', -0.023792056016637593), ('and', -0.020466600289350326), ('deeply', 0.01438324996249603), ('an', 0.010958767377028937), ('restrictions', -0.010200027239111101), ('travel', 0.007150343436564746)]	0
788	1	Major League Baseball is using its financial muscle to support the U.S. women's softball team, which already is assured a spot in the Tokyo Olympics while the American men's baseball team struggles to qualify.	[('support', 0.033793912559684586), ('which', -0.026154936026519762), ('American', -0.021599255010478265), ('already', 0.016345330133995757), ('financial', -0.014026179069758653), ('struggles', 0.013895045206802395)]	0
789	1	People from populations targeted by these immigration policies might also experience more discrimination, which worsens mental health.	[('more', -0.028193064511892428), ('populations', 0.022826453654996602), ('these', 0.01860600150011533), ('might', -0.017561675635233965), ('experience', -0.015229811338833023), ('from', -0.01491577440331639)]	0
790	1	Six Republican Senators have failed to develop a coalition for their plan that exchanges a fifth of border wall funding for an amnesty for illegal aliens and increased immigration.	[('Republican', 0.030998548207009112), ('plan', -0.017822092321675746), ('fifth', 0.017323330058107947), ('and', -0.013805069515029529), ('their', 0.012873760478447778), ('failed', -0.011663478538151362)]	0
791	1	Biden made the apocalyptic pronouncement while discussing climate change before a crowd of supporters in Peterborough, New Hampshire.	[('discussing', -0.017220488019319934), ('in', -0.016491753275669336), ('made', 0.013637542661438384), ('of', 0.011198730529235678), ('before', 0.009661757650246473), ('crowd', 0.008507073424323087)]	0
792	1	There may be pushback among Democrats. If so, I hope the ones doing the pushing will reconsider. We have treated our younger generations, and many older people, unjustly. The act of recognizing an injustice we hadn’t seen before makes us more human and refines us as moral beings.	[('seen', -0.024344475781933432), ('If', 0.023427755028409887), ('we', -0.019834767531024405), ('will', -0.019365918138469284), ('people', 0.017708276130938363), ('hadn', -0.012574121870008588)]	0
793	1	But Americans who blame anti-vaccination parents and propaganda have it wrong. Yes, those who do not vaccinate their children play a role in our failing rates, and lies about vaccinations causing autism have made matters worse, but there are less known, more significant causes to poor completion rates in children. 	[('Yes', -0.030580135279084337), ('Americans', 0.02071765052900074), ('causing', -0.02014620760364257), ('worse', -0.012747947819467129), ('made', 0.009762862136597423), ('children', -0.008519290790829328)]	0
794	1	This idea, gaining traction under the hashtag #CancelStudentDebt following the release of Sanders’ college debt forgiveness plan, is bad for several reasons, but naturally appealing in a sort of populist way, since plenty of people choose not to think about second-order impacts and potential consequences of driving our country into even more ruinous national debt than before.	[('than', -0.03295486122293889), ('plan', -0.018679256212353158), ('reasons', -0.017439359511458974), ('more', -0.0166597852518694), ('people', 0.016316966633654742), ('since', -0.013783666725784098)]	0
795	1	Trump reportedly told advisers during a “contentious” meeting on Monday that he wanted to deploy as many as 10,000 National Guard troops to D.C., Reuters reported. But Defense Secretary Mark Esper, Chairman of the Joint Chiefs of Staff Mark Milley and Attorney General William Barr reportedly pushed back.	[('back', -0.038869796424795), ('Chairman', -0.033908274981200644), ('National', 0.024436943375324878), ('10', -0.022391942112228506), ('Attorney', 0.018330426885207148), ('pushed', 0.013646010207959663)]	0
796	1	Actor and climate change activist Joaquin Phoenix was spotted at Oscars Party with plastic water bottle after climate change rant.	[('after', -0.0512446529182426), ('at', -0.024011737431436853), ('and', -0.022520989393070925), ('with', -0.010954448841588011), ('Phoenix', 0.008523421678309787), ('Actor', 0.006000685871401862)]	0
797	0	The defendants did not admit or deny wrongdoing. Their lawyer did not immediately respond to a request for comment. The settlement requires court approval.	[('Their', 0.01633378082218453), ('for', 0.015948484168717067), ('admit', 0.013217767149472714), ('deny', -0.012018100789334457), ('request', -0.01126374996045488), ('requires', -0.009050683874936702)]	0
798	0	But the new restrictions on H-2A visas could leave West Coast farmers in the lurch just as they are preparing to harvest lettuce, cabbage, broccoli, celery and strawberries, said Dave Puglia, president and CEO of the Western Growers Association.	[('new', 0.013774246072076602), ('president', -0.011522382038170924), ('But', -0.009727458592713128), ('of', 0.008674627537600626), ('said', 0.008317508610637596), ('they', 0.00792778284623745)]	0
799	1	Practicing pro-life litigators know that Trump judges are saving lives by permitting restrictions on abortion to go into effect.	[('effect', -0.016463185048014917), ('saving', -0.01169294209651014), ('restrictions', -0.010173352425788472), ('to', 0.007377146145681246), ('judges', 0.0051069320473805645), ('are', 0.003348322846619292)]	0
800	1	But even after contracting a life-threatening infection that might have been prevented by a vaccine, his family stood firm on their anti-vax stance. 	[('after', -0.05244844098242281), ('his', -0.013228999463205191), ('been', -0.013082987161143578), ('But', -0.012711234279582512), ('stood', -0.009485566181593704), ('family', -0.005390933900590521)]	0
801	1	Next came the sob stories. Those student loans are suffocating a generation, the candidates suggested. After all, “40 million of us who can’t start a family,” the diaper-changing daddy Swalwell contradictorily proclaimed, adding that they “Can’t take a good idea and start a business and can’t buy our first home.”	[('suggested', -0.01899294743423447), ('40', -0.015535108573069839), ('business', -0.014690136480241872), ('student', -0.014608403851936246), ('first', 0.014120127016229053), ('are', -0.01388111077265099)]	0
802	1	For those who think this country needs baseball now to raise its depressed spirits, you might consider a cautionary historical precedent, the Summer of Swat of 1998.	[('consider', -0.024576120357058823), ('now', 0.02040504357537107), ('to', 0.01959095579906595), ('this', 0.018554362208863005), ('needs', -0.015340166372627664), ('who', -0.013518161486937354)]	0
803	1	As a political calculation, it shows Biden’s campaign is confident about their standing with many suburban moderates who were swing voters in the past but have moved solidly into the Democratic Party during Trump’s presidency, offended by his bullying demeanor and chaotic style.	[('As', 0.025910917860419883), ('his', -0.015787941056063785), ('who', -0.014985174945707594), ('political', 0.012986732045012894), ('during', -0.012136886251063881), ('Party', -0.011358583801579608)]	0
804	1	Some of Europe's biggest clubs, such as FC Barcelona in Spain and Juventus in Italy — two of the hardest-hit countries — have already agreed to hefty wage cuts with their stars.	[('two', 0.020844459802495063), ('cuts', 0.016676707167767615), ('in', -0.012868353833407804), ('agreed', 0.011658969650752606), ('in', -0.011415294205348328), ('Europe', -0.011351316536983947)]	0
805	1	For our friends on the Left, Trump’s refusal to wear a mask is irresponsible toxic masculinity that is sending the wrong message and getting people killed, even though Dr. Deborah Brix has explained it’s not much of a risk. Biden, meanwhile, to their minds is leading by example by wearing his mask even when there is no good reason he should.	[('our', -0.023142894148762225), ('there', 0.022780824366870726), ('getting', 0.01874492617647282), ('should', 0.01535449291716521), ('not', 0.015127525885387022), ('reason', -0.013975503057016973)]	0
806	1	But there’s also an intensifying global climate crisis, which carries life-changing risks for billions of people.	[('people', 0.028421610303860118), ('there', 0.02681178786070017), ('billions', -0.021219867903894078), ('an', 0.014525861705012261), ('crisis', 0.013809671860195891), ('of', 0.01359160190033859)]	0
807	1	It’s a trap because a college education doesn’t guarantee a good job. For years, the return on investment for higher education has steadily declined. More than 40 percent of recent college graduates are underemployed and work in jobs that do not require a college education.	[('has', -0.020645667777001372), ('because', -0.01854572937698048), ('require', -0.017793637190638707), ('and', -0.015461210798466744), ('investment', -0.013903229397952988), ('of', 0.011036064801834588)]	0
808	1	Other than the fact that none of the above is even close to the truth and that the entire premise of the article is the fakest of fake news, the Daily Beast has a real bombshell on its hands.	[('truth', 0.02464950376445222), ('fact', -0.023319507627586947), ('Other', -0.021167973319652086), ('above', -0.02068459289368268), ('hands', -0.018178979269586226), ('to', 0.013194677606497203)]	0
809	1	A slew of other world leaders and senior officials lined up to express their dismay over what they said was Trump's willingness to hamper the WHO just when the world needs it the most.	[('they', 0.0202066125304622), ('what', -0.017132023761801313), ('and', -0.015557978963848635), ('of', 0.015501941880625153), ('most', -0.014530041933059111), ('needs', -0.01200583982487075)]	0
810	1	Since the start of the coronavirus outbreak, Trump has hampered efforts to slow the virus’s spread and encouraged Americans’ restlessness under quarantine.	[('has', -0.024821239667401757), ('spread', 0.016448470842501676), ('and', -0.015688787902856324), ('Since', 0.015121204089169482), ('of', 0.014811448294783865), ('to', 0.013424449146192369)]	0
811	0	In other cases, governors have granted the tax break to their political donors and, in some cases, themselves or their families.	[('and', -0.018205897047146227), ('tax', 0.010995504442202673), ('granted', -0.01060036547262848), ('in', -0.009749944688438485), ('to', 0.009646627691968786), ('governors', 0.009144530109176095)]	0
812	0	The Lilly Ledbetter Fair Pay Act of 2009 was the latest legislative effort to close the persistently stubborn gap between how much women and men earn.	[('latest', -0.019173188052205047), ('2009', 0.01781417727409603), ('and', -0.01630626330571581), ('The', -0.013000819697092466), ('Act', -0.01187637716726805), ('close', -0.00979035693151869)]	0
813	1	This would be the same Taliban that gleefully murders young women for the crime of going to school and regards democracy as a crime against Islam punishable by death.	[('death', 0.022885955911716757), ('would', -0.014774049830771895), ('school', -0.011533101138605912), ('the', -0.010238836735965786), ('Taliban', -0.00979960419388437), ('the', -0.009667642559909595)]	0
